,content
224,"Q2 정부의 지원대책은요? - 외교부가 24시간 대응 중입니다. 여행사, 항공사, 현지 한인회와 비상연락망을 구축해 지원하고 공군수송기가 사이판 공항 정상 운영시까지 사이판에서 괌으로 인원을 수송할 예정입니다. (외교부 페이스북에서 사이판 태풍 대책 보기 https://goo.gl/75njpz )"
225,"외교부는 태풍으로 사이판에 체류중인 우리 교민과 관광객을 지원하기 위해 오늘 오전 관계기관과 긴급 대책회의를 개최하였으며, 내일 군 수송기 1대 파견을 추진합니다. 수송기가 파견되면 사이판에서 괌으로 우리 국민을 수송한 후, 괌-한국 이동은 우리 국적 항공사에서 증편을 협조할 예정입니다."
226,"인천 영종도 공항, 항공사, 물류업체, 리조트, 호텔 곳곳에 있는 청년 노동자들의 '베드타운'
꺼지지 않는 영종도의 빛은 이들 고혈을 먹고 산 결과라는데... "
227,인천공항 2 터미널에 7개 항공사 추가 배치된다 http://www.hani.co.kr/arti/economy/marketing/866674.html  
228,"'#대양해군 꿈 실현한다' #기동함대사령부 창설 추진 

이지스함 3척 등 추가 확보 3개 기동전대 편성..원양 작전 수행!

해상항공작전 완전성 보장 항공사 창설..'스마트십' 전투체계 구축! https://news.v.daum.net/v/20181019133301433?f=m  
이제 주적의 개념이 북한이 아닌 중국 그리고 일본이 될지도 모른다."
229,중국 인공 달 발사 계획. 밤에 가로등 대신해 거리 밝힌다는 구상. 쓰촨성의 성두에서 민간 우주항공사와 연구소가 수년간 조명 위성 연구 개발 2020년 발사 목표. 실제 달의 8배 밝기로 지름 10-80km 범위 내 넓이 조절. 동물 위해 우려에는 어스름달 정도여서 괜찮다고.. http://en.people.cn/n3/2018/1016/c90000-9508748.html  
230,"직업 성적 대상화 얘기가 나와서 말인데 컴플레인 총공 어떠노? 병원이나 항공사나 컴플레인 흑존나 민감하니까 승무원 간호사 옷 편한걸로 바꾸라고 하라고 하는거노 움직이기도 불편해보이는데 이래서야 어디 내 안전, 내 건강 맡길 수 있겠냐고"
231,[깜짝퀴즈] 다음 중 오는 10월 28일 인천국제공항 제2여객터미널로 추가 이전하는 스카이팀 항공사가 아닌 곳은 어디일까요? #3분추첨 #대한항공문구세트 #RT+ #7개항공사 #모두적으면 #당첨확률UP #힌트는 #대한항공 #트위터에_있어요 (~10/14) pic.twitter.com/5vxZbQJFbq
232,승무원 컨셉으로 시그 찍은 게 무슨 문제가 있냐고? 지금 항공사 승무원들 불편한 복장과 성적 대상화로 논란 많이 되는 것도 모름? 이런 컨셉 자체가 그 직업에 종사하고 있는 사람들의 인권을 떨어트리는 거라고      게다가 치마도 실제 승무원의 반밖에 안되는데      
233,"국내 유일의 송유관 운영 기업인 대한송유관공사는  공사 가 아니다. 민영화된 기업이다. 1990년 정부와 정유사5곳 항공사 2곳이 합작해 설립했지만 2001년 정부가 민간 기업들에 지분을 넘겼다. 세금을 들여 기반을 닦아 놓고 민간에 팔아넘기는 행위, 이득을 본 것은 SK 같은 자본이었다."
234,정서적 보조 다람쥐를 추방한 항공사를 향해 승객은 이렇게 분노했다 http://huffp.st/JjGZGyS 
235,"[필수여행팁] 오는 10월 28일(일)부터 #스카이팀 7개 항공사가 #대한항공 이 있는 #인천공항 #제2여객터미널(T2)로 이사온대요~ 공항 이용 시 꼭 참고하세요 
추가 이전 항공사: #아에로멕시코 #알리딸리아 #중화항공 #가루다항공 #샤먼항공 #체코항공 #아에로플로트 
 출처: 인천국제공항"
236,"""#국토부, #항공사 외국인 불법 #등기이사 문제 4년 전 이미 알았다"""
237,델타 항공사 직원이 해고 사유가 된 사진. 
238,#참고 현재 제25호 태풍 콩레이가 금일 21시경 서귀포 남남서쪽 190km 부근 해상에 도달할 것으로 예상됨에 따라 강풍 및 윈드시어 특보 발효 중인 제주공항 운항은 대략 18시(항공사별로 구체적인 시점은 다소 상이함) 이후부터 전체 결항될 예정임을 알려드립니다. http://www.molit.go.kr/USR/NEWS/m_72/dtl.jsp?lcmspage=1&id=95081408  
239,"탑항공 폐업, 오버하자면 한 시대가 또 저문 것 같은 기분이다. 과거엔 항공권 끊으려면 일단 탑항공에 전화부터 해서 이 날짜, 저 항공사 한참 물어보는 게 기본이었는데... 지점도 너무 많아서 전화번호만 수백 개는 되었던 듯."
240,"@mighty_jimin 
평일인데도 유동인구가 많아서
사람 안나오게 찍기가 어려웠어요   
자동차, 항공사 광고 속에 정말 
아름다운 영상 
너무 예뻐서 시간의 제약이 있지만
몇번 더 보다가 왔어요
이벤트 고맙습니다
넘넘 와이드라서 핸드폰 든 손이 넘넘 방황했네요  pic.twitter.com/5CP3bvRBJQ"
241,"태풍24호에 대비하여 간사이공항은 9.30(일) 11:00부터 10.1(월) 06:00까지 활주로를 폐쇄할 예정입니다. 태풍 진행상황에 따라 활주로 폐쇄시간에 변동이 생길 가능성이 있으니, 간사이 공항을 이용하시는 우리 국민들은 각 항공사 홈페이지를 통해 결항정보를 확인하시기 바랍니다. #간사이공항"
242,"이번 주 남의 회사 
방송 사상 최초 공개! 당신이 몰랐던 항공사 이야기
우주에서 온 승무원 보나와 함께한 J항공사
#우주소녀 #보나 #구내식당 토요일 낮 12시! pic.twitter.com/y9ogCQKrt6"
243,"- 암튼 이름도 못 들어본 이상한 나라 비행기보다는 대한항공 아시아나가 낫지 않겠어요? 답은 프로모션이다..  항공사마다 프로모션이 다르므로 꼬박꼬박 확인합시다

- 이런 거 써도 되는지 모르겠는데 국적기는 수화물 무게 초과해도 가끔 봐줌...  ...여러보로 감사했어요"
244,"비행기 예매할때 몇가지 팁

- 스카이 스캐너는 답이 아님. 안 뜨는 표 많음. 항공사 홈페이지를 뒤벼야 한다.

-열시간씩 관짝처럼 굳어서 가는 장거리비행은 서비스가 괜찮아야 좀 견딜만 하다. 싼 비행기에는 이유가 있다.

- 그렇지만 저가항공 검색할때는 스카이스캐너가 유리하긴 함."
245,캐나다의 항공사 상속자가 아버지를 살해한 혐의로 유죄판결을 받았다 https://www.bbc.com/korean/international-45635633   2012년 발생한 아버지의 사망은 처음에 자살로 판정됐으나 아들이 자고 있는 아버지의 눈을 겨눈 것으로 밝혀졌다.
246,인간이 기구타고 하늘을 나른 것은 1783년11월 프랑스가 최초로 세계는 알고 있다. 그러나 조선은 임진왜란때인 1592년 발명가 정평구가 풍력을 이용한 '비차'로 진주성주를 태우고 24킬로나 날아 탈출했다. 조선시대 많은 문헌과 일본역사서가 기록한 사실이다. 이제라도 세계 항공사 다시 써야 한다. 
247,"민경욱 ""대한항공 아시아나항공, 3년간 1779억 세금 감면"" | 다음뉴스 https://news.v.daum.net/v/20180924092539063?f=m  

       박근혜정부서 대변인 하고 자기 집권시절 항공사 세금 깍아줬다고 자기고백 중      "
248,공항 체크인카운터에서 옆에 아저씨가 항공사 직원에게 발권과 전혀       상관없는  아재개그 좋아해요? 라는 말을 하는 것을 보고 너무 충격받았다. 이 앞말은  비상구 좌석있어요? 였는데 뇌내에서 어떤 점프가 일어난 것일까
249,"이번 중국대회 대우가 좋은가봐요
러너웨이가 원하는 항공사에 호텔도 5성급으로 잡아줬다네용?"
250,"강연의 결론은 성과를 높이기 위해서 직접적 동기를 북돋는 조직 문화를 만들어야 조직의 성과가 높아진다는 거였는데, 실제로 서비스가 안좋기로 악명높은 유나이티드 항공사는 직원들의 동기가 낮은 반면, 서비스가 훌륭한 사우스웨스트 항공, 트레이더조 같은 회사들은 직원들의 동기도 높았다고. pic.twitter.com/MZNGZIjHw6"
251,#두바이발 #뉴욕행 #비행기 에 탔던 승객 100 여명이 건강 이상을 호소해 한 때 격리 조치됐는데요. #항공사 가 #독감 에 걸린 것으로 보이는 사람들을 아무런 조치 없이 탑승시키는 등 대응이 적절치 않았다는 증언들이 나와 파문이 확산되고 있습니다. https://bit.ly/2NWfmDE 
252,"*저녁때부터 칸사이공항쪽과 전화 인터넷 등이 전혀 안되고 칸사이쪽에서도 외부접촉이 불가능했는데 통신통제가 의심됨. 연락교 손상 이후에도 낮까지는 연락이 그럭저럭 됐었는데 8시 이후로 갑자기 불가능했음
*다른 외국 항공사들은 국적별로 손님 모으고 물자지원하는 등을 했지만"
253,간사이 공항이 11일까지 잠정 폐쇄된다.  주요 항공사는 예약 취소 수수료를 받지 않을 예정이다
254,"일본 ANA 항공사
9월6일까지 오사카행 노선 전면 결항.
10일까지 신규 판매 중단.
9월 11일까지의 탑승권은 조건없이 환불및 변경 가능.
최소 10일까지는 오사카 간사이공항 운영이 불명한듯합니다. pic.twitter.com/r1rDZruldC"
255,"태풍 피해  간사이공항  잠정 폐쇄로 인한 출국 방법 안내

1. 이번 제21호 태풍(제비)으로 인해 오사카 간사이공항이 침수되어 잠정 폐쇄되는 등 일본에서 출국하는데 많은 어려움이 발생하고 있습니다.

2. 첨부사진을 참고하시어 타지역 공항과 항공사에 재확인, 이용하시기 바랍니다. pic.twitter.com/wCuVwGF5ot"
256,항공사 공항 상주 직원 젠+스튜어드 잼으로 젠잼 
257,"[JTBC 뉴스룸] 술 취해 문 열려고 '비상구 옆 좌석'에서 2시간 동안 기내 난동. ""경고 조치한 뒤 기장에게 보고하는 사이 돌발 행동 벌어졌다"" 항공사 측 주장과 달리, 승객은 ""아무도 제지하지 않았다"" 주장. http://bit.ly/2PRz30L  pic.twitter.com/StkawjJj9H"
258,"#대한항공 은 글로벌 항공사의 일원으로서 업무를 수행할 #2019년신입사원 200명을 #공채 모집합니다 지원서 접수는 8월 29일(수)부터 9월 21일(금)까지 대한항공 채용 홈페이지(http://recruit.koreanair.co.kr )를 통해 온라인으로 가능합니다
 자세히: http://bit.ly/2wuRe3q  pic.twitter.com/UeC7mkx0qo"
259,"항공사 마일리지도 신용카드포인트처럼 유효기간없애고 현금으로 자유롭게 사용할수 있어야겠죠!!!! [김성준의시사전망대 안진걸의편파방송] ""2008년 7월부터 쌓은 항공사 마일리지, 올해로 사용 끝?"" | 다음뉴스 https://news.v.daum.net/v/20180824115410457?f=m  "
260,"항공사 마일리지 소멸..사용하기도힘들고요. 대한항공-아시아나의 갑질은 노동자들뿐만 아니라 국민들도 힘들게해요..카드포인트처럼 유효기간없애고 현금으로 쉽게 사용하게해야!! [시사전망대-안진걸의편파방송] ""2008년 7월부터 쌓은 항공사 마일리지, 올해로 사용 끝?""https://v.daum.net/v/20180824115410457  "
261,"""비행기가 하늘을 나는 원리가 뭔지 아나? 항공사에서 일하는 우리는 모두 아는 쉬운 사실이다. 누구나 아는 항공역학이 아니다. 중요하고 일상적이어서 생각조차 하지 않았던 그것이다. 그건 바로 우리 모두의 협력, 그걸 만들어내는 사람이다."" (계속)"
262,"엉~~, 그렇게 진에어 죽이려고 하더니, 김포-전라도 광주 소형 항공사 생겼네!,, 역시 좌빨들은 냄새가 너무 나!!,, 썩은 냄새가~~ pic.twitter.com/K7RebcmaEH"
263,"'솔릭' 접근에 제주공항 폐쇄...정부 태풍 대응 비상태세 돌입

전국 공항 대규모 결항 예고, 항공사에 사전점검 지시

https://bit.ly/2o0j1om "
264,"[하종강 칼럼] 항공사 부당노동행위 언제까지 
http://www.hani.co.kr/arti/opinion/column/858598.html  "
265,힐링여행! 한국으로 돌아오는 비행기가 무려 14시간 지연됐다. .  덕분에 회사 지각은 물론 중요한 회의에 불참해버렸다! 항공사에 보상을 요구하니 예견치 못한 정비 때문이라며 보상해줄 수 없다고? 전 어떻게 보상받죠? http://kftc.tistory.com/10920 
266,"우리는 이미 알고 있었다.. 토건족 국토부장관 김현미가 무슨 개혁의지가 있다고 진에어를 면허 취소 하겠냐. 1900명 일자리? 잘나가는 저가 항공사다. 공매하면 인수하겠다고 덤벼 들 사람들 널렸다. 니들이 그러니까 조양호 일가가 세상을 비웃는거다.
 https://v.daum.net/v/20180817100047609  "
267,"오늘은 제73주년 광복절. 대한민국 국적항공사, 아시아나항공은 오늘도 태극기와 함께 하늘을 날고 있습니다. pic.twitter.com/WFVFXrrux8"
268," 인간은 발전하고 개선할 수 있는 존재다. 하지만 바로 1년 전 제임스 건은 항공사를 풍자하는 자기 자신에 도취돼 사람이 피 흘리며 구타당한 상황을 농담 소재로 삼아도 된다고 봤다. 자기성찰과 변화는 꼭 시간의 흐름에 달려 있지 않다. 
http://womennews.co.kr/news/143912 "
269,"<대한항공 익명 게시판: 해당 승객이 이전에도 여러 차례 촬영한 적이 있는데  하이마일러 여서 항공사로부터 제지를 받지 않았다/회사가 승무원 안전보다 회사 이익을 우선시한 결과>

몰카불법촬영

들키자 증거인멸도 시도한 40대 후반 남성 우수고객 pic.twitter.com/5Hj8j76eEC"
270,"도착지에서 개를 본 승객이 자기 개가 아니라고 단호하게 말했고 사정을 모르는 도착지 항공사 직원은 승객 개가 맞다고 하는데 승객이 말하길, 자기 개가 죽어서 고향 땅에 묻어주려고 데려온 건데 장례식을 치뤄야 할 개가 어떻게 부활했냐고 하더란다..."
271,제일 재밌었던 비행기 수하물 클레임은 남미에서 있었던 일로 중간기착지에서 수하물을 꺼내보니 승객이 맡긴 개가 죽은 채로 발견이 되었다고. 클레임을 걱정한 항공사에서는 어찌저찌 죽은 개와 똑같이 생긴 개를 구해서 환승편에 실어 보내는 데 성공했는데 
272,"  항공사 직원이 훔쳐 몬 비행기, 1시간 날다 추락(종합2보)
 http://www.yonhapnews.co.kr/bulletin/2018/08/11/0200000000AKR20180811035152009.HTML?input=twitter  

당시 비행기는 국제공항의 정비 공간에 승무원 등 탑승자 없이 빈 상태로 있었기 때문에 비행기를 몬 직원을 제외하고는 인명 피해는 없었습니다 pic.twitter.com/ktl8vHkRK8"
273,"한국남자는 가만히 앉아있으면 여자들이 9첩 밥상을 차려오고, 집가서 엄마 밥줘 한다는 걸 정확히 이해하다니 여윽시 한국 항공사 진에어 ~ pic.twitter.com/aeoUw57d6m"
274,"시애틀 항공사 직원이 비행기를 훔쳐 공중에서 스턴트를 시도하고, 전투기에게 쫒기다 추락했다고
https://www.buzzfeednews.com/article/passantino/plane-stolen-seattle-airport-crash   pic.twitter.com/oO6kdJhuOe"
275,최근 국적 항공사의 기체 결함으로 인한 지연 출발 잇따라 예정된 시간보다 10시간 이상 늦어지는 경우가 잦아 휴가철 승객들 큰 불편 겪어. http://bit.ly/2AUmSN6 
276,"[NEW] 로열가드의 로렌스 베른하르트, 스타티스 항공사의 일일 승무원으로? 세간이 이능력자 아이돌에 대한 불신감이 가독하더라도, 여전히 일부에서는 이능력자 아이돌이라도 상관 없다는 목소리가. 아이돌의 이모저모를 다루는 버추얼 매거진, <위클리 S.A>, 구독은 >[링크] "
277,"* 침대 들어내고 청소
* 쓰레기 버리기
* 등본 발급
* 항공사 방문
* 이발소
* 팟캐스트 편집/기획
* 도서관 도서대출-요리본능
* 브런치 원고 1편
* 스팀잇 계정 개설
* 회의록 원노트 작성
* 업무메일 발송

집-도서관-이발소-광화문-홍대-카페-집"
278,"두 국적 항공사의 객실 승무원이 한자리에서 만났다.

대한항공 아시아나 함께 외친  회장 퇴진 

http://sisain.kr/32406 

  2018 <시사IN> 인공지능 컨퍼런스 - http://saic.sisain.co.kr/  pic.twitter.com/k7g8lReXjj"
279,"[참고]  아시아나 출신이 아시아나 특별점검  보도 관련
아시아나항공 특별점검에 파견된 항공안전감독관 5명 중 3명이 아시아나항공 출신이라 항공사와 유착 가능성이 있다는 보도 내용은 사실과 전혀 다릅니다.  http://www.molit.go.kr:80/USR/NEWS/m_72/dtl.jsp?id=95081119molit.go.kr/USR/NEWS/m_72/  "
280,"1960~70년대 서울 사진에 실린 외국 항공사들의 광고를 찾아서. 
출처 #서울역사아카이브 http://www.museum.seoul.kr/archive/seoulAdminist/seoulAdministBsnsIntrcn.jsp  

1970년 11월 24일, 문서전달대 출정식의 모습. 건설 중인 프레지던트 호텔과 재능교육빌딩 옆으로 캐세이퍼시픽 항공의 옥상광고가 눈에 띈다(노랑 점선 안)"
281,"항공기종에 따른 공간, 좌석 차이를 잘 분석한 글. 저도 기재를 보고 이왕이면 골라 타려는 편인데요, 8시간 넘는 비행에서는 충분한 이유가 됩니다. 경험상 747-8i가 항공사 관계없이 시설과 성능으론 최고 수준이라 생각.

비즈니스석하면 역시 대한항공? or아시아나항공? https://brunch.co.kr/@prestigegorilla/115  "
282,"<#이별이떠났다> 영희(#채시라)는 항공사 전무의 약점을 건드리며 상진(#이성재)를 복직시키라 말한다. 거침 없는 행보의 그녀, 세영(#정혜영)을 만나 상황을 다시 한번 확인시키는데... 오늘밤 8시25분 방송! pic.twitter.com/7vsWBM9XA7"
283,"#대한항공 은 최근 글로벌 항공동맹체 #스카이팀(SkyTeam) 회원 항공사 러시아 #아에로플로트 와 공동운항 노선을 확대하기로 했습니다 #블라디보스토크 #하바롭스크 #유즈노사할린스크 #러시아극동지역 #편리한스케줄 #여행객편의향상
 자세히: http://bit.ly/2NsfkCR  pic.twitter.com/FbRLbJTDZl"
284,"성수기 앞두고 승무원 줄인 항공사...""한 명이 승객 100여명 감당하기도"". 서비스는 둘째치고 비상상황 때 승객 안전 우려. http://bit.ly/2uGrd0c  pic.twitter.com/Dw9HmHIV1o"
285,"오늘 백반토론 최고다 최고! 

최저임금 이슈에 대한 풍자 최고! 항공사 집회에 대한 일침!     

트친님들 안들은분 없게 해주세요! 

[tbs 9595쇼-백반토론, 말까기] 백반토론,말까기(0716)-[칭얼칭얼] http://www.podbbang.com/ch/9611?e=22659512  "
286,대한항공과 아시아나 항공 직원들이 합동으로 총수일가 퇴진요구 집회를 하고 있다. 우리나라 두 개 뿐인 국적 항공사가 경영진 갑질과 비리로 흔들려 승객안전까지 위협받고 있다. 정부와 소액주주들의 정당한 주주권 행사로 조양호 박삼구 일가의 경영권 박탈하고 공기업으로 새출발하는 것이 옳다. 
287,"항공사 노조 하는 짓거리 보니
그 부모에 그 자식만 있는 게 아니라
그 사주에 그 직원도 있다는 걸 알겠다."
288,"유럽 저가 항공사 라이언에어, 기내 기압 손실로 승객 수십 명 부상 https://www.bbc.com/korean/international-44836892   귀에서 피를 흘린 승객들도 있는 것으로 알려졌다."
289,"대한항공 박창진 사무장은  사람이 먼저라고 말한 문재인 대통령이 우리 두 항공사 직원들의 고충과 안타까운 사연을 듣고 나라의 제일 큰 어른으로서 한마디 해 주기를 바란다 고 말했다.

참정때 하던짓 고대로 한다
니들이 시위하는게 느그 사장때문 아니야?
그딴식으로는 국민공감 개코도 못얻어"
290,"양대 국적 항공사인 아시아나와 대한항공.

두곳 직원들이 함께 '갑질' 논란의 중심에 선 총수 일가를 규탄하고 나섰습니다.

http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201807142247001&code=940100  "
291,항공사 직원들의 집회를 충분히 지지해줄 마음 있는데 왜 대통령을 타깃으로 하고 조롱까지 하는지 도무지 모르겠네. 님들 사주 일가에겐 순한 양이었다가 분위기 바뀌니까 거리로 나왔다고 하면 기분 좋을까요?
292,"10년이 지나면 강산도 변합니다. 국내선 승객 수송 중 대한항공이 차지하는 비중은 65%에서 무려 25%로 줄었습니다. 
항공사 파업을 막는 '필수공익사업장' 지정 전면 재검토가 필요한 때입니다. http://www.mediatoday.co.kr/?mod=news&act=articleView&idxno=143587  "
293,"[대한항공 아시아나 직원들, 14일 청와대 앞에서 집회..] 
 
""두 항공사 직원들은 14일 청와대 사랑채앞에서 연대 집회를 열 예정이다. 주관은 최근 새롭게 만들어진 민주노총 산하.."" 
 
  
그걸 왜 청와대 앞에서? 아.. 민노총.."
294,"항공사직원들의 오너가문 퇴진운동은
재벌의 반칙과 특권을 무너뜨릴 
경제민주화운동으로 지지를 보낸다.

하지만 청와대 앞에서 집회를 열고
대통령께 편지를 보낸다는 지지할수 없다.

더 많은 임직원이 동참해 국민의 성원을
이끌어내야지 대통령께 사태를 해결하라는
것은 그 의미만 축소시킬 뿐."
295,"다시 드러나는 항공사 국토부 유착관계 

아시아나 비호하려 거짓해명까지 한 국토부

https://goo.gl/AmKb9M  pic.twitter.com/0LSfOxqcYq"
296,"""손톱 모양으로도 알아내"".. 가면 못 벗는 항공사 집회 | 다음 뉴스 http://v.media.daum.net/v/20180710033615704?f=m&rcmd=rn  

 사측의 보복이 두렵다 
노조 활동에 적극적인 직원은 승무원들이 기피하는 노선에 배치받는 등 불이익을 받아와.
회사가 직원의 손톱 모양 또는 액세서리만 봐도 누구인지 알아낸다고."
297,"어학 공부, 외모관리 미친듯이 하고 체력, 젊음, 교양, 친절, 미소, 봉사와 서비스정신(이쯤되면 한국승무원은 인간이 아니라 거의 천사수준)까지 겸비하며 취업준비해서 유명 항공사 승무원이 된 여성들이 정직원 되려면 노망난 변태 할배 기쁨조를 해야하는 대한민국"
298,"외국인의 국적항공사 등기이사 재직은 현행 항공법상 불법. 

박삼구 회장의 지인으로 2000년대 중반 기내식을 납품했던 미국인 브래드 병식 박씨는 6년여간 아시아나 사외이사로 재직."
299,"스캔들메이커 여배우 '한세계' / #서현진
항공사 원에어 대표 '강사라' / #이다희
JTBC #뷰티인사이드 의 행복 조합

사실 사라 캐릭소개보고 세계랑도 엮이는 거 기대했는데
아무튼 한세계랑 강사라 자주 보여주길. 내 소확행
둘 다 85년생이라 친목도 기대   pic.twitter.com/GMa2PAKQLc"
300,국적항공사들이 갑질과 비위가 들통 나고 시위와 내부고발이 이어지는데 사퇴도 아니고 반성도 아니고 자기 가족 챙겨 편법상속이나 꾀하다니. 아시아나 박회장은 금호리조트는 그룹에서 그리 중요한 회사도  아니고 높은 자리도 아니니 예쁘게 봐주고 이해해 달랍니다. 이런 자기회사 디스까지. 
301,"그렇습니다. 칼과 아시아나의 상상을 불허하는 갑질과 비정상적 운영 방식은 단지 총수 일가의 타락한 행태만이 문제가 아니라, 이런 타락하고 능력없는 인간들에게 국가 기간 항공사 운영을 맡겨놓음으로써, 큰 참사로 이어질 수 있다는 사실입니다. https://www.facebook.com/permalink.php?story_fbid=954708598052738&id=100005408204340  "
302,"유독 심한 항공사 총수 일가 '전횡'..이유 있었다 ""안전과 보안을 명분으로 정부의 보호를 받는 독과점 체제에서 두 항공사는 경쟁을 통한 혁신보다 정부 눈치보기와 총수 일가 배불리기에 골몰.."" "
303,"<<'김용민 브리핑' 뉴스폴앤메리>> 항공편으로 미주 유럽 등으로 출타할 경우, 다음중 어떤 항공사를 택하시겠습니까?"
304,"항공사 운영을 위한 격납고까지 담보로 잡힐 정도면 얼마나 다급한 상황인지 미뤄 짐작할 수 있다.
#그룹_부채_상환용 http://www.nocutnews.co.kr/news/4995844 "
305,"권수정 정의당 서울시의원 ""기내식 사태, 그룹 재건 위해 아시아나 옥죄다 발생"" ""지금 금호의 문제뿐 아니라 항공사 한진의 문제도 더불어. 한국 사회에서 이런 재벌의 문제를 바꿔가는 것은 정말 한국 사회를 바꿔가는 것과 동일하게 무게감을 가지고 있다고 생각""
 http://v.media.daum.net/v/20180704210025595  "
306,"항공사 '갑질' 이번에는 아시아나...""속옷에 기수 새겨 선물""

회장 구속영장까지 청구된 대한항공 전철 밟을 수도

https://goo.gl/atQ2MS "
307,"[단독] 아시아나 직원들, 6일 광화문서 '박삼구 회장 갑질 폭로' 집회 | 다음뉴스 http://v.media.daum.net/v/20180704102122639?f=m&rcmd=rn  
대한항공 그 모냥이지,
아시아나 이 모냥이지..
대체 뭔 항공사 타고 다녀야 되남??"
308,[JTBC 뉴스룸] #인터뷰 항공 기내식 협력업체 대표 윤 모 씨의 유가족을 전화로 연결했습니다. '기내식 대란'과 윤 씨의 사망은 관련이 없다는 항공사 측 주장과 달리 윤 모 씨가 '아시아나에서 안 되는 일을 억지로 시켰다'며 어려움을 호소했다고 밝혔습니다. http://bit.ly/2lNYkel 
309,"대한  의 전설적인 사무장으로 퇴직 한 선배 언니가 그랬었다.
누가 국내항공사 승무원 한다고 하면 말리라고, 승무원하면서 자기 집안이 부자인데 자기는 취미로 승무원 한다는 식으로 있는 척 하는 애들은 허언증이니 다 거르라고. 돈 있는 집안에서 딸 승무원 절대 못시킨다고..승무원들 가엾다."
310,"[올인코리아] 아시아나항공사의 황당한 기내식 대란 http://m.allinkorea.net/38162 
네티즌 ""이사태가 대한항공었다면 즉사했을것..."""
311,국적 항공사 두 군데가 전부 제 정신이 아니니 내가 국적을 바꾸는 방법 밖엔 안 남은건가      
312,"아시아나 기내식 대란은
자초한 것이나 다름없다
계약만료 독일계 회사를
중국계 회사로 바꾸었다
하필이면 왜 중국계 회사?
좌파정권 영향이 있었고
그 영향은 1위 항공사가
되고자 대한항공을 간접
공격하게 되었을 것이니
욕심이 화를 불러들였다
대한항공 홧팅"
313,"검찰, '횡령 배임 혐의' 조양호 회장에 구속영장 청구
세계 1등 항공사 대한항공이 25계단 하락해서 최하위에 머물렀덴다
호남기업 아시아나 항공이 어부지리 했다
물컵 던지고 식모 부렸다고 대기업 회장을 구속 한덴다
말 안듣는다고 망하게한 김대중의 대우실업이 생각난다 pic.twitter.com/YGVoG38C75"
314,"여자가 항공사에서 할 수 있는 일은...?
https://youtu.be/J0CCyljmK5A 

모든 분야의 여성 노동자들을 응원합니다 :-) pic.twitter.com/GpnT2eu4Mp"
315,"중국 올 겨울부터 생산될
양쯔메모리 3D 낸드플래쉬 메모리공장 완성
촛불당의 삼성 죽이기가 드디어 성공을 했다
이재용을 구치소에 가두어 투자를 못하게 하는 사이 미극의 인텔이
중국에 반도체 공장을 새워 겨울부터 생산을 한덴다
대한항공이 25계단을 하락하여 항공사 꼴찌 했덴다
문재인 잘한다 "
316,"""진에어 직원들이 고용 피해를 볼 경우 항공사 노동자를 기만하는 것으로 간주해 강력 투쟁도 불사하겠다"" 
국토부의 진에어 징계방침 예정에 일반노조의 대응
무식한 재벌딸의 갑질 앞에선 순박한 일꾼 
정부의 제재 방침 결정 앞에선 강경한 노조원 
강자의 갑질도 약자의 을질도 지긋지긋합니다"
317,"현지 유명 식당에서는 한국 기업의 사원증만 보여주면 무료 식사, 국영 항공사 아에로 멕시코는 멕시코-한국 간 티켓을 20% 할인하는 프로모션까지.
#같이갔음좋았잖아16강 #오늘타코집할인되나요 http://www.nocutnews.co.kr/news/4992591 "
318,"16강에 올라가게 된 멕시코에선 '땡큐 한국' 열풍이 불고 있습니다.

항공사 에어로멕시코는 한국-멕시코 비행기를 20% 할인하겠다고 프로모션을 내걸기도 했습니다.

#고마워_한국 #2018러시아월드컵
http://h2.khan.co.kr/201806281050001 "
319,"전에 아이돌1세대 멤버가 사생팬에 십여년을 시달리다 한 말이 있다. 
""우리가 아무리 번호를 바꿔도 통신사직원중에 팬이 있으면 바로 번호팔려나가는거고, 비밀출국을 하려해도 항공사직원중에 팬이있으면 비행정보 공유되서 옆자리에 그들이 앉아있는거다 난 내 주민번호로 포털사이트도 가입할수"
320,"호남 기반 항공사 '에어필립' 50인승 소형항공기  광주~김포  하늘길 넓힌다 --대한항공, 진에어 못 죽여 난리더니 이거냐? http://news.chosun.com/tw/?id=2018062200133  "
321,나라가정말 홍위병의 나라가 되고 있다. 항공사가 안전의 문제도 아니고 대주주 가족이 비난 받을 일을 했다고 기업을 없애겠다니. 이민 가고 회사 본거지를 해외로 옮기는 분들이 현명해 보인다. http://mbiz.heraldcorp.com/view.php?ud=20180622000094#cb  
322,"스튜어디스는 왜 백혈병에 걸렸나? 우주방사선량 많은 대한항공 북극항로 비행 승무원 첫 혈액암 산재 신청. 또 하나의  삼성 반도체 백혈병  될까.

딸아이도 외국항공사 스튜어디스가 되고 싶어 했는데 이걸 보고는 진로를 심각하게 고민하고 있는 중입니다. 읽어보시길!

http://v.media.daum.net/v/20180611150915325  "
323,"대한항공이 전세계 우수 항공사 평가에서 최하위권을 차지했다.

경영진이 그 모양인데 좋은 평가가 나올 수 없을 것. 혹시 밀수 순위라면 모를까. 

https://www.huffingtonpost.kr/entry/story_kr_5b18f107e4b0599bc6e08234  "
324,"대한항공이 전세계 우수 항공사 평가에서 최하위권을 차지했다
http://huffp.st/owhC7xW "
