,title,content
303,"[항공사 ISSUE, 여기 이쓔 !] 항공사별 행사 일정","'항공사 ISSUE, 여기 이쓔 !'는 항공사 취직을 희망하시는 분들을 위해서 항공사와 관련된 정보를 포스팅할 예정입니다 ! 제가 취업멘토링을 하면서 느낀 점은 생각보다 한림대학교 학우분들 중에서 항공사 취직을 희망하시는 분들이 꽤 많으시더라구용! 우리 학교에는 항공 관련 학과가..."
304,일본 저가항공사 슈웅에 다있다!,"저가항공사를 보다 쉽고 빠르게 찾을 수 있는 방법을 알려드리려고해요 :) 그 전에 먼저 제가 가봤던 여행지들을 몇 곳 소개해보도록 하겠습니당   > 3초 예약의 마법, 슈웅 바로가기! < 여자끼리 우정여행으로 떠나기 좋기로 소문난 나가사키는 일본 저가항공사만 잘 예약하면 호화로운 나날을 보낼..."
305,국내 항공사 인재상 완벽 정리,오늘은 국내 항공사에 대해서 다뤄보려고 합니다. 관심 있으신 분들은 집중해서 봐주세요^^ 아시아나 -성실하고 부지런한 사람 -연구하고 공부하는... -팀워크:하나의 팀이 되는 것이며 더 큰 성공을 위해서 협력 국적항공 외에 저가항공사이다 보니 약간은 쾌활함과 협력 도전정신을 크게 사고 있는...
306,국적항공사들의 단거리노선 기내식 비교,"하지만, FSC 항공사들은 여전히 기내식을 제공하고 있습니다. 이번 포스팅에서는 단거리 구간에서 국적항공사(대한항공, 아시아나항공) 들의 기내식을 비교해 보겠습니다.   메뉴는 자주 바뀌는 편이므로 기내식 구성을 위주로 봐주세요~ 초단거리 구간 일본 - 후쿠오카, 오사카 등 중국 - 웨이하이..."
307,저가 항공사 수하물 규정,여름 휴가가 절정인 성수기 시즌입니다 여행가기전 각 항공사 수하물 규정은 어떤지 확인해보고 가야겠죠? 저가 항공사별 수하물 규정에 대해 소개해 드릴께요 제주항공 진에어 티웨이 이스타 <> <> <> 에어부산 ' ' ' 그 밖에... 액체류를 기내에 가지고 타고 싶으시다면 100ml이하의 용기에 담아...
308,승무원 성적개선 온라인으로 준비한 뒤 항공사 취업 후기,"이렇듯 많은분들이 승무원 항공사 취업을 원하시지만 대학교네임벨류, 성적, 외국어, 나이, 이미지까지 준비해야할 부분이 너무 많습니다. 다른... 그렇다고 기존의 성적을 가지고 지원하기에는 승무원 항공사 취업 특성상 이력이 계속남아서 지속적으로 탈락하는 항공사에 지원할 수 도 없죠. 해서..."
309,인천국제공항 제2여객터미널을 이용하는 항공사,"인천국제공항 제2여객터미널을 이용하는 항공사 안녕하세요~ 여행사 투어존입니다. 2018년 1월18일 탑승편 부터 인천 국제공항 제2여객터미널을 오픈 운영중인데요! 1차 이전한 항공사는 대한항공(KE)과 스카이팀 항공사인 델타항공(DL), 에어프랑스(AF), 네덜란드항공(KL)입니다. 기존에는 4개..."
310,LCC에서 이런서비스를?? 막내항공사의 대반란 - 에어서울,"이번주부터는, 매주 1개의 국적항공사를 선정하여 자세히 알아보겠습니다. 첫번째 소개할 항공사는, 막내항공사인 '에어서울' 입니다. 에어서울은 2016년 7월에 김포-제주 노선을 첫번째로 운항하였습니다. 전기종이 A321-200 이며, 추후에도 에어버스  의 항공기로만 운영될 예정입니다. 현재는..."
311,"아에로플로트 항공,러시아항공사 탑승 후기 및 환승 경유 (인천공항 제2여객터미널)",아에로플로트 러시아 항공사 (인천공항 제2여객터미널) 탑승기 및 경유 환승 후기 자유나침반여행사 안녕하세요. 세미패키지전문 1등 자유나침반... 이용하시는 항공사중 하나입니다. 저희는 출장때 이렇게 종종 이용합니다. 자 그럼 아에로플로트 러시아 항공 후기시작하겠습니다 우선...
312,"아이슬란드 저비용항공사, 와우에어 후기 +수하물","아이슬란드 저비용항공사, 와우에어 후기 +수하물 안녕하새우 은슈임댜 :D 아마 처음 들어보신 분들도 있을 것 같은, 아이슬란드 저비용항공사 와우에어 후기 포스팅을 준비해봤습니다 (두둥) 본사는 레이캬비크에, 허브 공항은 케플라비크 국제공항을 사용하고 있는 와우에어에요! 2011년에..."
313,"스타얼라이언스,제휴항공사로 아시아나마일리지모으기","아시아나 항공이 속해있는 스타얼라이언스 동맹 항공사에 대해 소개해보겠습니다. 보시다시피 많은 항공사가 속해있는데요. 한국에서 많이 타실 만한 항공사는 대만쪽을 운항하는 에바항공, 태국쪽에 갈때 좋은 타이항공. 유럽노선이 많고 특가가 자주뜨는 독일의 루프트한자 항공 유럽노선이..."
314,항공사 최종합격소식과 함께 과외홍보는 모두 거짓말입니다. 그 이유는 ?,"이번 항공사 최종합격을 했다고 하며 과외홍보를 합니다. 이런 글이 모조리 다 거짓인 이유는 사실상 최종합격증명을 온라인상에 보여주지 않을 뿐더러 설사 공개한다해도 문제가 됩니다. 왜냐면, 항공사 신입교육 훈련시 절대 합격사실을 가지고 특정 과외등을 홍보하지 말라고 교육받습니다...."
315,[정보] 전세계 모든 항공사 마일리지 꼭 적립하자.,"내가 산 외국항공사 티켓 마일리지를 내 대한항공 마일리지에 적립하고 싶은 경우 말이에요. 그런데 이게 각 항공사 좌석 코드 마다 되는 경우도 있고 안되는 경우도 있어서 헤갈려요. 예를 들어, 제가 산 알이탈리아 항공은 O클래스.대한항공은 스카이팀이라 적립이 가능하지만, 대한항공..."
316,유럽 노선 운항 항공사와 특징 살펴보기,"그렇다면 항공권 예약, 그 시작을 위해 저마다의 장점을 갖고 있는 유럽 노선 운항 항공사와 그 특징을 알려드릴게요. 여러분에게 꼭 맞는 항공사를 찾으시기를 바라며! 최신 기종과 뛰어난 서비스를 찾는다면 이 항공사를! 에미레이트 항공 www.emirates.com 출처: 에미레이트 항공사 홈페이지..."
317,여행1탄/ 최고의 에어비앤비와 맛집추천 및 최악의 항공사 라이언에어 그리고 포르토날씨,최악의 항공사로 기억될 것 같아요 라이언에어는 유럽여행시 많이들 이용하시는 저가항공사 중 하나인데요 다른 저가항공사들처럼 추가요금이 많고 나도 모르게 결제금액에 추가될 수 있는 트릭을 사이트에 엄청 많이 넣어놔서 잘 확인하셔야해요 거기다 비행 두시간 전에 온라인...
318,항공사 승무원을 위한 치유의 시간에 함께하다   화서담 in 강서양천 민중의집,"강서양천 민중의집  객실승무원   항공사 승무원   감정노동자   치유 프로그램   힐링   화서담   보자기포장   kiko l 커피  ...      좀 지난 일이지만 뜻 깊었던 행사 이야기 들려드릴께요~^^* 지난 11월에, #강서양천민중의집 에서 항공사 #승무원 들을 위한 #치유 프로그램이..."
319,주목할 만한 주요항공사 신규 취항지 6곳,주목할 만한 주요항공사 신규 취항지 6곳 안녕하세요. 여플(여행+) 장주영 에디터입니다. 영화  베테랑 에는 이런 대사가 나옵니다.  우리가... 여플(여행+)이 올해 주요항공사의 신규 취항지를 골라 소개합니다. 대한항공 대한항공은 2010년도부터 전세기를 운행해오던 크로아티아의 수도...
320,항공사지상직 합격후기,"항공사지상직 합격후기 지원하려고 하는 기업과 직무를 설정하셨다면 준비를 본격적으로 시작해보셔야 하는데요. 시작하기전, 합격자들의 후기를... 그래서 오늘은 항공사 지상직 최신 합격후기들을 기업별로 가져왔습니다!! 지금부터 바로 확인해볼까요?   금호 아시아나항공 러시아 인턴을..."
321,부산지상직학원ANC 항공사 지상직의 분야별 채용 특징,부산지상직학원ANC 항공사 지상직의 분야별 채용 특징 부산지상직학원 ANC입니다. 요즘 승무원 분야와 더불어 항공사 지상직에 관련하여 급격히 문의가 늘고 있고 있는 추세입니다. 특히 서비스직의 대표격인 항공사 승무원과 지상직은 안정적인 채용기회와 근무환경으로 매년 진출...
322,"(개강공지) 3월 국내항공사 스토리텔링 클래스 & 중국항공사 동방, 남방항공 대비...","특히 2019년은 항공사 승무원 채용이 절정일 것으로 예상됩니다. 정말 정말 기대가 되는 2019년 승무원 채용! 여러분들의 최종합격을 캐리하기위해... #중국항공사채용 #남방항공승무원 #아시아나승무원 남방항공, 아시아나항공 승무원 출신 데이지쌤이 직접 코칭하는 승무원 면접 강의 승무원과외..."
323,항공사지상직 자격조건 2017,"항공사지상직 자격조건 항공사지상직의 인기가 점점 많아지고 있습니다. 인천국제공항의 위상과 위치가 높아졌기 때문이죠. 세계적인 공항으로 발전하고 있으며, 제2여객터미널의 완공을 앞두고 신입과 경력을 채용하려는 수요가 많아지고 있습니다. 아마도 17년도는 기회가 가장많은 해가..."
324,중국항공사 중 가장 맛있는 기내식은?,"중국 항공사 중 가장 맛있는 기내식은? [사진출처 : 바이두] 어떤 사람에게는 비행기 안에서 한 끼 때우고 마는 기내식일 수 있지만, 새로운... 따라서 각국 대표 항공사에서는 우리나라 항공사의 비빔밥을 포함해 나라별 특색 있는 음식을 제공하고, 후식으로 하겐다즈 아이스크림까지 선보이는..."
325,항공사 지상직 채용 고민해결했습니다.,"본인이 하고 싶었던 체크인카운터랑은 조금 달랐지만, 어차피 항공사 지상직 채용은 어떤 분야로든 본인이 지원해서 공항에 소속되는 것이 더... 분명히, 채용이 있으니까 지원을 했고 또 입사를 했는데 항공사 지상직 채용은 사실, 그렇게 많이 볼 수가 없었거든요. 그래서 폭풍 검색 후 알게 된..."
326,아시아나 항공사 객실승무원 면접 기출문제,본인이 면접관이라면 지원자의 어떤 부분을 보고 채용할 것 같은지 이번에는 2017년도의 아시아나 면접 기출문제는 아니지만 그간 아시아나 면접에서 나왔던 질문 중에 아시아나 항공사에 관해 물어본 기출문제들을 정리해보려고 해요! 이런 것들에 대답할 수 있으려면 항공사에 대해 많이...
327,"특가항공권, 알아두면 쓸데 있는 저가항공사 이용 팁","알아두면 쓸데 있는 저가항공사 이용 팁 저가항공사 취항지가 대폭 늘면서 저렴한 비용으로 해외여행 떠날 수 있는 기회가 더 많아졌어요. 얼리버드 항공권, 땡처리 항공권 등 프로모션이 적용된 항공권을 쥐면 여행 경비가 팍팍 줄죠. 미리 서두르면 비용 면에서 참 매력적인 저가항공사의..."
328,항공사 지상직 연봉 알아봅시다!,"그만큼 항공사 지상직으로 취업을 희망하시는 분들의 수요는 증가하고 있는데요. 반면 취업을 위한 연봉이나 자격조건 그리고 하는일에 대해서는 정확하게 알고계시는 분들이 매우 적습니다. 그래서 오늘 제대로 알아보는 시간을 가져보려고 합니다. 항공사 지상직 연봉을 설명하기전, 직무에..."
329,(퍼펙트코칭 외항사) 에티하드항공 파이널 진출자&중동항공사 준비!!,"좋은 생각이 아닙니다~ 아무래도 최종 점검 없이 상황에 따라 간다면 분명 그 상황이 면접에 영향을 미치게 때문이에요~ 이번 에티하드항공 역시, 카타르항공사와 비슷하게  센틴스슈팅 & 워드슈팅  전형들로 진행되었어요! 이 전형은 영어실력과 지원자 생각을 한번에 체크할 수..."
330,유럽 저가항공사 전격 비교!!,"이번엔 유럽여행때 주로 이용하는 유럽 저가항공 중 대표적인 3개 항공사 라이언에어, 이지젯, 부엘링항공 에 대하여 자세히 알아보도록... 따라서, 유럽여행을 가시는 분들은 저가항공을 이용하는게 가장 좋은데요~ 처음 들어보는 항공사도 많고, 인터넷에서만 정보를 수집하여 예약을 하려고..."
331,"에어서울, 2018년 환승객 증대 우수 항공사 선정   전년   385% ",에어서울은 지난 2018년 인천공항 환승객 수가 저비용항공사(LCC) 중 가장 높은 증가율을 기록했다고 26일 밝혔습니다. 이날 에어서울은 인천공항공사가 주최하는 '2018 환승 어워드'에서 '환승객 증대 우수 항공사'로 선정돼 표창을 수상했습니다. 환승객 증대 우수 항공사 선정은 인천공항의...
332,캐나다 저가항공사 웨스트젯 west jet 살펴보기,"캐나다 드넓은 전역을 연결하는 대표 항공사 중 하나가 웨스트 젯 West Jet이죠! 저렴한 가격 대비 성능이 좋아서 캐나다 여행하는 분들께 많은 사랑을 받고 있어요. ^^ 저가항공사지만 23kg 수하물도 1개나 포함되고, 무료 음료도 제공해요. 좌석 간격도 넓어요. (항공권 조건에 따라 수하물 규정은..."
333,6년간 기내 불법행위 2천건 육박  1위 항공사 어딘가 봤더니?,"6년간 기내 불법행위 2천건 육박  1위 항공사 어딘가 봤더니? 리차드 막스가 기내 난동을 부린 남성을 제압했다.   News1star / 리차드 막스 SNS... 국회 국토교통위 소속 이학재 바른정당 의원이 국토교통부에 요청해 받은 자료인데, 최근 6년간 발생한 기내 불법행위를 각 항공사 별로..."
334,항공사연합(Airline Alliance)의 탄생 경위,항공사연합(Airline Alliance)의 탄생 경위 항공업계에는 얼라이언스(Airline Alliance)라는 항공사들끼리 제휴를 맺고 있는 그룹이 있다. 대한항공과 아시아나항공도 각각의 그룹에 가입돼있다. 회원항공사는 그룹 내에서 업무제휴나 마일리지...
335,여행 가고 싶다! 항공사의 마케팅 / 중앙대학교 광고홍보학과,"여행가고 싶은 제 마음을 반영해서, 이번에 주제는 항공사의 마케팅! 빠르게 시작해보도록 하겠습니다:) 항공사의 마케팅을 살펴보기 위해서 먼저 항공 시장에 대해 알아보도록 해요! (전 세계적으로 항공사는 너무 많기 때문에 국내 항공사에 한정할게요) 2018년 3월 기준, 대한민국에서 취항하는..."
336,"[카드뉴스] KTX 광명역 도심공항터미널. 입주 항공사, 교통비 절약 꿀팁","입주 항공사와 교통비 절약 꿀팁을 알려드립니다. 광명역 도심공항터미널 이용 시, 인천공항 이동 수속시간 35~65분 단축! 짐 없이 출국하는... 광명역 도심공항터미널 입주 항공사는? 대한항공, 아시아나, 제주항공, 티웨이, 에어서울, 이스타, 진에어 7개 항공사 단, 미주노선은 도심공항터미널..."
337,"일본여행 저가항공사 비교, 노선+ 수하물+ 기내식 총정리!","그래서 나도 일본 도쿄, 삿포로 항공권도 예약도 해야하고 스스로 공부도 할 겸, 국내 저가항공사 6곳의 일본 취항지와 기내식, 수하물을 비교해보았다. (2018.07.28. 기준입니다.) 1. 지역별 저가항공 일본 노선   인천 출발 항공사 일본 취항 도시 제주항공 나고야, 도쿄, 마쓰야마, 삿포로..."
338,대한민국 국적 여객항공사,"항공사 얘기를 하려고... 4기까지 늘렸던 에어필립이 김공에 묶인채로 있고, 추가로 에어포항의 CRJ200도 1기 송출된게 확인돼서. 탄생 순서로 생몰년도(...)는 사전검색:창립~운항중지, 중단된 회사는 볼드밑줄, 기타 개인적인 잡담 위주로. 세 가지로 분류합니다. 일반 항공사 FSP..."
339,"얼어붙은 제주도 하늘길, 이럴 땐 항공사에 '손해배상' 가능할까?",/사진=뉴스1  폭설에 따른 항공로 폐쇄 손해배상 받기는 힘들어 이처럼 하늘길이 막히며 공항에 발이 묶인 고객들은 과연 항공사에 손해배상을 청구할 수 있을까요? 결론부터 말하자면 손해배상을 받기는 다소 어렵습니다. 천재지변과 안전확보 이유로 결항 회항 지연이 발생한데 대해 항공사...
340,저비용항공사 vs 메이져 항공사,"저가항공사, 저비용항공사, LCC 많이들 들어봤을 거에요. LCC는 Low Cost Carrier이라고 저비용항공사를 뜻합니다 대한항공이나 아시아나항공 같은 메이져 항공사들은 FSC (Full Service Carrier)이라고 부릅니다 ""저가""라는 어감이 풍기는 뉘앙스나 싼 티켓값만 보면 타기 무섭고 위험할 것 같고 돈을..."
341,FSC(대형 항공사) vs LCC(저비용항공사),"우리말로는 '대형 항공사' 정도로 번역됩니다. 이름 그대로 빵빵한 서비스를 제공한다고 생각하시면 됩니다. 우리나라에는 위에 보이는... 우리말로는 '저비용항공사' (저가항공사라고 알려져 있지만..) 'Cost'라는 의미에 주목할 필요가 있습니다. Cost는 운영, 사업상에 드는 '비용'을 뜻하는..."
342,우리나라 저가항공사 근황과 항공업종에 대한 이런저런 생각,"항공사가 많아져서 좋기는 한데 어떠한 한계가 올지 궁굼하기도 해요 최근 저가항공사들의 성장이 놀랍지만 우리나라 항공업이 사실 참 쉽지만도 않을 분야라 생각합니다. 우리나라는 놀랍게도 전 세계에서 인구수 대비 저가항공사가 가장 많은 나라인데요, 이제는 인구수를 고려하지 않더라도..."
343,일본 원정스키 루스츠리조트 (1편) - 스키 수화물과 항공사 비교,오늘은 첫번째로 짐 꾸리기와 항공사 선택에 대한 이야기 입니다. 보통 항공이야 일정을 결정하고 최저가 항공권 검색해서 예약을 합니다. 저도 그렇게 했고요 역시 대부분 LCC라 불리는 저가항공사 항공권이 일반 대형항공사(대한항공이나 아시아나)보다 저렴하게 나옵니다. 제가 예약할 때는...
344,"[카드뉴스] 인천공항 제2터미널 취항 항공사, 가는법(버스, 공항철도, KTX, 셔틀버스)","인천공항 제2여객터미널 취항 항공사 : 대한항공, 델타항공, 에어프랑스, KLM네덜란드항공 인천공항 제2여객터미널 대중 교통 : 버스, 리무진 버스... 그렇다면 제2여객터미널은 어떤 항공사가 운항하게 될까요? 제2여객터미널은 대한항공, 델타항공, 에어프랑스항공, KLM네덜란드항공 등 4개..."
345,전세계에서 가장 '깨끗'한 항공사는?,"'내 집 안방보다 깨끗하고 쾌적한 항공사 TOP10' 1천 8백명의 탑승객이 전세계 245개 항공사를 대상으로 한 설문조사 응답 결과입니다. 홍콩항공 [사진=worldairlinenews.com] 10위에 선정된 홍콩항공입니다. 한국에서는 저가항공으로 인식되는 경향이 있지만 의외로 풍부한 프로모션, 높은 안전등급과..."
346,국내 항공사 8개 유니폼 전격 비교,국내 항공사 8개 유니폼 전격 비교 지난 여름 휴가철에 해외여행 다녀오셨나요? 8월 외항사의 국제선 여객 점유율이 36%에 달했다고 하네요. 그래도... 전통의 양대 항공사인 대한항공과 아시아나 항공 승무원 복장이 특히 눈이 익습니다. 승무원을 주인공으로 내세운 1999년 드라마  짝 을...
347,유류세 인하에 따른 항공사 유류할증료 인하는?,"  snowjam, 출처 Unsplash 이렇듯 유류세가 인하되면 항공사의 유류할증료도 같이 인하될까? 항공사들이 운용하는 노선 중 국제선의 경우 항공유가 당초 면세 항목인 까닭에 직접적인 유류할증료 비용 절감 효과가 없다. 또, 국내선 항공유의 경우 면세는 아니지만, 여객기 등에 실리는..."
348,장애인에 기내좌석에서 소변보라며 물병 건넨 저가항공사,아랍에미리트(UAE)의 한 저가항공사가 하반신마비인 장애인 운동선수에게 기내용 휠체어를 제공하지 않은 채 좌석에서 소변을 보라고 물병을 준... 벨링은 출발 약 3시간 전에 항공사 측에 휠체어를 요청했으나 '우리는 기내용 휠체어가 없다'며 7시간이나 걸리는 비행시간을 참으라는 답변을...
349,1930년대~1980년대까지의 스튜어디스가 중심이 된 항공사 광고,1934년부터 1989년까지 세계 각국의 스튜어디스가 등장하는 또 스튜어디스가 중심이 되는 항공사 광고입니다.지금은 스튜어디스라는 공식... 그러다가 미국의 대공황이 오면서 세계각국의 항공사 승무원은 급격하게 남자에서 여자로 대체가 되었고 지금에 이르고 있습니다.최초의...
350,[에어필립] airphilip 신생항공사 김포출발 광주행 탑승후기,에어필립 항공사 아직 생소한분들이 많으시죠? 현재는 김포와 광주를 하루2회 왕복운항중이며 곧 2호 3호기가 들어오면 노선이 확장 될듯 하네요^^~~ 저는 광주출장 가는길에 8월16일 19:35분 출발 3P1007편 탑승했습니다 참고로 김포 광주를 운항중인 항공사는 아시아나항공 이었지만 에어필립이...
351,국내 저가항공사의 좋은좌석 & 나쁜좌석,"저가항공사들이 사전좌석지정에 별도의 비용을 받고 있는데요~ 이왕 비용을 지불하는 거라면 좀 더 좋은 좌석을 고르실수 있도록, 또한 안좋은 좌석은 배제하고 좌석을 고르실 수 있도록 이번 포스팅에서 알려드리겠습니다. 단, 이번 포스팅에서 설명드릴 좌석은 대부분 저가항공사들이..."
352,항공사 지상직 승무원을 원한다면 CRS 자격증을 준비하자!,하지만 업무만 다를 뿐 항공사 혜택을 적용받을 수 있는 꿈의 직장이고~ 공항에서 유니폼을 입고 있는 직원 중 90%가 지상직 승무원일만큼 수요도... 전공자 아니면 항공사에 취업 못하는 건가요TT 이미지 출처 KBS 슈퍼맨이 돌아왔다 오늘의 자격증과 함께하면 비전공자라도 지상직 승무원에 도전할...
353,네덜란드 항공사,"네덜란드의 항공사 KLM이 여성 직원들을 위한 새로운 유니폼 디자인을 준비하고 있다. KLM과 KLM시티호퍼에서 근무하는 모든 여성 직원들, 즉 여객기 승무원을 비롯해, 지상 근무자, 여성 조종사에 이르기까지 전 여성직원의 유니폼이 새롭게 교체된다. 유니폼의 디자인은 네덜란드의 패션..."
354,"[카자흐스탄 신규항공사 '아리스탄항공', 5월 취항 예정]","카자흐스탄의 신규항공사인 '아리스탄항공(FlyArystan)이 오는 5월부터 취항에 들어간다. 현지매체 zakon.kz가 보도한 바에 따르면, 저가 항공사인 아리스탄항공은 연간 최대 백만명의 승객을 예상하고 있다. 제니스 카슴벡 카자흐스탄 산업및인프라 개발부 장관은 하원 본회의에서..."
355,"인천공항 2터미널, 7개 항공사(외항사) 추가이전 (2018.10.28)","10월 28일부로 인천공항 2터미널에 7개 항공사(외항사)가 추가 입주합니다! 공항 전망대보다 더 볼만한 2터미널의 3층 H카운터 지금까지는... 장사 잘 되는 저가항공사들 +_+) 많은 분들이 인천공항 2터미널 항공사 추가이전을 기다려 왔는데요. 이번 2차 이전, 10월 28일에 이전되는 항공사는..."
356,"루프트한자 항공(LUFTHANSA) - 독일 대표 항공사 / 항공기 도장 변경, 로고 변경",루프트한자 항공(LUFTHANSA)은 독일의 대표 항공사로서 1926년에 설립되어 운항했다. 1951년에 회사가 청산했으나 1953년 재건후 독일이 서독과 동독으로 분단되면서 서독의 국영항공사가 되었다. 1990년 10월 28일에 서독과 동독이 통일되면서 독일 최대 규모 항공사로 성장하게...
357,중국여행 항공편 :: 중국 항공사 어디까지 알고있니?,중국 항공사 어디까지 알고있니? 여러분~ 안녕하세요:D 동양북스 서포터즈 중국어팀 김채림입니다. 해외여행 가실 때 어떤 항공사를 이용해 보셨나요? 저는 중국여행을 통해 다양한 중국 항공사를 이용했던 경험이 있습니다. 중국에는 참 많은 항공사가 있더라구요. 그래서 오늘...
358,2018 항공사 순위,2018년 가장 인기 있는 항공사 순위 항공사 1 Turkish Airlines 2 Emirates 3 Aegean Airlines 4 Air Corsica 5 Aerolineas Argentinas 6 Finnair 7 Swiss International Airlines 8 Middle East Airlines 9 Aeroflot 10 Etihad Airways 참고: https://de.yahoo.com/finance...
359,외항사 승무원 채용 중동항공사 합격수기!,"외항사 승무원 채용 중동항공사 합격수기! ""친구따라 시작하게 된 승무원 준비"" 중학교 때부터 알던 친구와 우연히 유학하다가 해외에서도 만나서... ""외항사 채용대행을 통해 합격했던 친구"" 제 친구는 강남에 있는 ANC승무학원을 2개월 다니고 채용대행으로 중동항공사에 들어간 케이스였어요...."
360,인천공항 제2여객터미널에 7개 항공사 추가 배치 !!,"  인천공항 제2여객터미널 '스카이팀' 7개 항공사 배치   오는 10월 28일부터, 인천공항 제2여객터미널에 스카이팀 7개 항공사가 추가 배치됩니다. 인천국제공항공사에 따르면, 올해 10월 28일 부터 아에로멕시코(AM), 알리딸리아(AZ), 중화항공(CI),가루다항공(GA), 샤먼항공(MF), 체코항공(OK)..."
361,항공사 지상직 채용 합격인터뷰,부쩍 날씨가 너무 선선해졌어요 계속 이런날씨라면 참으로 좋을텐데 말이죠 여튼 제가 포스팅하려고 하는 주제는 바로바로 항공사 지상직 채용을... 저는 항공사 지상직 채용을 희망한다고 했더니 관련된 어떤 종이카드?를 주시더라구요 작성하고 있으면 컨설팅을 도와줄 선생님이 올라오실거라고...
362,필리핀 클락국제공항 취항하는 항공사들(티웨이항공신규),"필리핀 클락공항 취항하는 항공사들(티웨이항공신규취항) 안녕하세요 클락닷컴 유지아빠 입니다^^ 오늘 포스팅에서는 한국에서 클락국제공항으로 취항하는 항공사를 한번 이야기 해볼게요 클락공항은 국제공항인데요, 불과 3~4년 전까지만 하더라도 우리나라에서 클락공항으로 취항하는..."
363,[청년정책] '항공인턴십'으로 항공사 정규직 날개 달다!,대학에서는 경영학을 전공한 태윤씨는 사실 이번이 두 번째 항공사 근무입니다. 첫 번째 항공사에서는 객실승무원 즉 스튜어드로 근무하며 하늘 위에 있었다고 합니다. 한 번도 넘기 힘든 그 벽을 두 번이나 넘다니 정말 대단하게 느껴지는데요. 고객들에게 직접 서비스를 제공하고 안전을...
364,인천공항 항공사 협회 라운지 후기,지난 랑카위 여행때 말레이시아 비즈니스 항공을 이용해 처음으로 가보게 된 인천공항 1터미널에 있는 항공사 협회 라운지. 이런 곳이 있는지는 세상 처음 알았음   원래는 KAL라운지를 이용했었던건지 티켓에는 KAL라운지를 이용할 수 있다고 써있었으나 실제로 티켓팅 할때 승무원분이 항공사협...
365,에어몰 항공사 항공권 예약 및 예매는 프로모션으로 즐겁게 여행 갔다 오자,에어몰 항공사 항공권 예약 및 예매는 프로모션으로 즐겁게 여행 갔다 오자 바빠도 커피 한잔의 여유와 조금은 휴식이 되는 힐링이 필요한 시간... 오늘은 국내여행보다 해외여행에 도움을 줄 수 있는 항공사 프로모션에 대해서 알아보겠는데요. 항공권 항공권은 항공사에서 판매하는 것 같은데...
366,"(항공사, 오도착 여객카드, 긴급여권 발급, 외투 보관 서비스, 홍보 전망대, 24시간...","(항공사, 오도착 여객카드, 여권 민원센터, 외투 보관 서비스, 홍보 전망대, 24시간 롯데리아) 인천공항 제2터미널 꿀팁 완전 정복 안녕하세요!... 1 항공사 헷갈리기 쉬운 여객터미널 이용 항공사! 현재, 제2여객터미널을 이용하는 항공사는 4곳만 기억하시면 됩니다! 대한항공 델타항공..."
367,항공사들 기내 오락서비스 도입 경쟁,"유나이티드와 아메리칸, 델타 등 미국 주요 항공사들이 기내 오락 서비스를 경쟁적으로 도입하고 있다. 노선과 가격 등에서 치열한 경쟁을 벌이고 있는 이들 항공사들은 각종 첨단 오락 서비스 도입을 통해 경쟁사와의 차별화를 부각시킨다는 전략입니다. 지난달 30일 LA타임스 등에 따르면..."
368,'보라카이 운항' 항공사 일정 발표 및 현지소식 !, 보라카이 운항  항공사 일정 발표 ! 보라카이가 6개월간 재정비 시간을 가진 뒤 다시 돌아옵니다. 기존에 인천~칼리보(보라카이) 노선을 운항했던 항공사들도 운항 재개를 준비하고 있습니다. 에어아시아는 하루에 두 번 칼리보로 들어가는 일정이며. 항공사 중에서는 제일 먼저 운항을...
369,항공사/비행기 마일리지 적립사용법 - 타항공에서도 이용해보자!!!!,항공사 마일리지에 대한 정보를 찾다가 뜻밖의 정보....라기보단 이제서야 발겨했어요    위의 게시물에서 저는 항공사를 한곳으로 정해서 타는게 아니라 여기저기 그때그때 달라서 쌓일 마일리지가 없다고 투덜거렸었는데...   그런 상황에서도 사용할 수 있는 방법이 있드라구요...  ...
370,미국비행교육원 보유한대학 선택으로 항공사취업 잘하기,해외 항공운항학과에 대한 인기가 날로 높아지고 있죠     국내 항공사에서는 저마다 요구하는 항공조종사로서의 자질을 갖춘 인력이 현재 부족하다고 판단해서 국내와 해외출신자 모두에서 눈을 돌리고 있는 상황이라고해요 !! 그래서 취업을 위해 항공사가 요구하는 조건들을 충족할수...
371,승무원학원 여러 항공사 합격후기 모아봤어요.,"승무원학원 여러 항공사 합격후기 모아봤어요. ""매년 합격생을 배출하는 승무원학원"" 매년 치열해지는 항공사 경쟁률! 그만큼 승무원학원을 찾는 분들도 많아지고 있습니다. 같은 목표를 가진 분들이라면 모두 서로가 경쟁자 일 수 밖에 없겠죠~ 점점 까다로워지는 채용기준과 능력 중심적인..."
372,항공사 마일리지 스마트 공략법 7계명,"성동격서 친구 항공사를 적극 공략하라 성동격서(    ) 아시죠? 딴 쪽을 쳐서 시선을 분산하면서 제대로 정공을 가하는 것. 마일리지 공략법 중 하나입니다. 외국 항공사를 이용해도 자신이 사용하는 국내 항공사 마일리지를 적립할 수 있다는 것, 이제 왠만한 분들은 다 아십니다...."
373,"저가항공사 추천, 플라이강원 신규 항공사 선정!",플라이강원 신규 항공사 선정! 3년간의 도전! 이젠 강원도의 하늘길이 열렸습니다! 양양국제공항을 기반으로 하는 플라이강원이 드디어 항공운송사업 면허를 획득하였습니다! 국토교통부는 지난해 11월 신규 면허를 신청한 플라이강원 등 5개 저가 항공사에 대해 심층 심사와 면허 자문 회의를...
